,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
Weight,0.84616365,0.60263422,0.07075138,0.59423155,-0.41915848,0.28723454,1.33000132,-0.65054602,0.80731610,-1.15951785,-0.77532118,-0.59099900,-0.45124545,-1.14620076,1.04209045,-0.30453362,0.16587337,0.98345148,-2.29430920,-1.15792931,0.34534945,0.35984803,0.10827946,-0.85061686,-0.33388329,0.68144677,0.40601600,0.33233877,-0.69990579,0.30120327,0.24225730,-0.51917713,-1.70738097,0.76470487,-0.62050020,1.33692575,-0.18945689,-0.61505038,1.39544691,-0.22612101,-0.72340001,-0.58557979,-0.69150274,0.04979408,1.63215983,-0.19002642,1.36338069,0.18359446,0.83023955,-0.37778709,0.01542454,0.25116497,0.20527983,1.76005851,-0.10063356,0.62042202,1.38249137,-1.35669470,-0.04610234,0.67223010,0.10115052,-0.73284887,-1.08970734,0.10486273,0.18586331,0.37708412,1.26031564,0.79533210,-0.79018995,-0.49094947,-1.15435638,-0.39800695,0.50067812,0.81094279,-0.00229954,1.12989387,-0.91705636,0.20370944,0.38781728,-0.41187220,-2.48896582,-1.20812341,1.64050177
Return,-0.00338044,-0.02846975,0.01215278,0.04104677,0.00000000,0.00894632,0.00069735,-0.01193905,-0.12195122,0.00407628,0.00408831,0.00285714,0.00811908,0.00409931,-0.04578222,-0.01344872,0.01742618,0.00611640,-0.01296844,-0.01695041,0.03712480,0.01854637,-0.25622831,-0.00878049,-0.00554529,0.00911577,0.06981519,-0.00804960,0.04910180,0.01366008,-0.01795344,0.03244838,-0.00479616,0.01888678,0.00202703,0.01674424,-0.00201235,-0.00687950,0.01024915,-0.00873920,0.01184834,-0.00785083,0.04085258,-0.01199718,0.01607502,-0.01256011,0.01001263,-0.01137903,0.02750526,-0.00166102,0.01755786,0.02770083,0.00153022,0.00366838,0.01921143,-0.00077160,0.01018611,-0.00923266,0.02058782,0.02839381,0.02195791,0.01185289,0.02666531,-0.01364897,0.04084322,0.01277804,0.01060450,0.01302460,-0.00368636,-0.01778071,0.01337615,0.01000000,0.04499813,-0.01624902,-0.00142653,0.06555085,0.04775412,0.05163156,0.05316494,0.00888723,-0.01947579,-0.04130172,0.01065362
